Layout,Passenger Volume,Highway Fuel Economy,Drag Coefficient,Fuel Type,Head Room,Ground Clearance,Shoulder Room,Power,title,Trailer Weight,Cargo Volume (Seats Folded),Front Track,Volume,Front Suspension,Front,Rear Track,Leg Room,Rear,Weight Distribution,Transmission,Front Tires,Wheelbase,Seats,Length,Body Style,Market Segment,Forced Induction,Weight,Rear Suspension,Width,Direct Injection,Tongue Weight,Torque,Cargo Volume,Height,Rear Tires,City Fuel Economy,Engine Type,Hip Room,Payload,Size
Rear Wheel Drive,TBD,TBD,0.33,Gas,TBD,3.94 in.,TBD,940 hp @ 6900 rpm,2015 Koenigsegg Agera R specifications,TBD,TBD,66.9 in.,TBD,Double Wishbone,19 Aluminum,64.96 in.,TBD,20 Aluminum,45/55,7-Speed Automated Manual,265/35 � 19,104.8 in.,2,169.0 in.,Coupe,Sports; Performance; Exotic,Turbocharger,3163 lbs,Double Wishbone,78.6 in.,Yes,TBD,1000 lb-ft @ 2700-6170 rpm,TBD,44.1 in.,345/30 � 20,TBD,5.0L V8,TBD,N/A,Compact
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,420 hp @ 7300 rpm,2015 Aston Martin V8 Vantage specifications,TBD,N/A,62.0 in.,TBD,Double Wishbone,19 Aluminum,61.5 in.,TBD,19 Aluminum,TBD,6-Speed Manual,235/40 ZR19,102.4 in.,2,172.5 in.,Coupe,Performance,None,3595 lbs,Double Wishbone,73.5 in.,No,TBD,346 lb-ft @ 5000 rpm,10.6 cu. ft.,49.6 in.,275/35 ZR19,TBD,4.7L V8,TBD,N/A,Midsize
Rear Wheel Drive,TBD,27 mpg,TBD,Gas,39.8 in.,4.1 in.,56.8 in.,302 hp @ 6500 rpm,2016 Mercedes-Benz E-Class Wagon specifications,TBD,57.4 cu. ft.,62.4 in.,TBD,Strut-Type,17 Aluminum,63.2 in.,36.0 in.,17 Aluminum,TBD,7-Speed Automatic,245/45R17,113.2 in.,7,192.7 in.,Wagon,Luxury,None,4213 lbs,Multi-Link,75.9 in.,Yes,TBD,273 lb-ft @ 3500-5250 rpm,29.0 cu. ft.,58.9 in.,245/45R17,19 mpg,3.5L V6,TBD,N/A,Midsize
Rear Wheel Drive,TBD,21 mpg,TBD,Gas,37.6 in.,TBD,56.4 in.,510 hp @ 6000-6500 rpm,2015 Jaguar XFR specifications,TBD,32.6 cu. ft.,61.4 in.,TBD,Double Wishbone,20 Aluminum,63.2 in.,36.6 in.,20 Aluminum,TBD,6-Speed Automatic,255/35 ZR20,114.5 in.,5,195.3 in.,Sedan,Luxury,Supercharger,4306 lbs,Multi-Link,80.8 in.,Yes,TBD,461 lb-ft @ 2500-5500 rpm,17.7 cu. ft.,57.5 in.,285/30 ZR20,15 mpg,5.0L V8,TBD,N/A,Fullsize
Front Wheel Drive,102.8 cu. ft.,34 mpg,TBD,Gas,37.8 in.,TBD,56.9 in.,175 hp @ 6000 rpm,2015 Ford Fusion specifications,TBD,TBD,62.7 in.,TBD,Strut-Type,16 Aluminum,62.4 in.,38.3 in.,16 Aluminum,TBD,6-Speed Automatic,215/60HR16,112.2 in.,5,191.7 in.,Sedan,Standard,None,3431 lbs,Multi-Link,72.9 in.,No,TBD,175 lb-ft @ 4500 rpm,16.0 cu. ft.,58.1 in.,215/60HR16,22 mpg,2.5L I4,54.4 in.,N/A,Midsize
Rear Wheel Drive,120.8 cu. ft.,21 mpg,TBD,Gas,38.1 in.,8.0 in.,62.6 in.,420 hp @ 5600 rpm,2015 Cadillac Escalade specifications,8300 lbs,94.2 cu. ft.,68.7 in.,TBD,Double Wishbone,20 Aluminum,68.7 in.,24.8 in.,20 Aluminum,52/48,6-Speed Automatic,P275/55 R20,116.0 in.,7,203.9 in.,SUV,Luxury,None,5594 lbs,Multi-Link,80.5 in.,Yes,TBD,460 lb-ft @ 4100 rpm,15.3 cu. ft.,74.4 in.,P275/55 R20,15 mpg,6.2L V8,49.3 in.,1506,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG SLK55 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2016 Nissan Titan XD specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Pickup Truck,Standard,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,Fullsize
Rear Wheel Drive,TBD,34 mpg,0.335,Gas,38.0 in.,4.5 in.,49.8 in.,237 hp @ 6000 rpm,2016 Alfa Romeo 4C specifications,N/A,N/A,64.5 in.,TBD,Double Wishbone,17 Aluminum,63.1 in.,42.7 in.,18 Aluminum,41/59,6-Speed Automated Manual,205/45ZR17 88Y XL,93.7 in.,2,157.5 in.,Coupe,Sports; Exotic,Turbocharger,2465 lbs,Strut-Type,73.5 in.,Yes,N/A,258 lb-ft @ 2200 rpm,3.7 cu. ft.,46.6 in.,235/40ZR18 95Y XL,24 mpg,1.7L I4,TBD,N/A,Compact
Front Wheel Drive,TBD,28 mpg,TBD,Gas,38.5 in.,6.8 in.,55.1 in.,182 hp @ 6000 rpm,2015 Kia Sportage specifications,2000 lbs,54.6 cu. ft.,63.3 in.,TBD,Strut-Type,17 Aluminum,63.3 in.,37.9 in.,17 Aluminum,TBD,6-Speed Automatic,225/60R17 LRR,103.9 in.,5,174.8 in.,SUV,Standard,None,3280 lbs,Multi-Link,73.0 in.,No,TBD,177 lb-ft @ 4000 rpm,26.1 cu. ft.,64.4 in.,225/60R17 LRR,21 mpg,2.4L I4,49.1 in.,TBD,Midsize
All Wheel Drive,TBD,24 mpg,0.30,Gas,TBD,TBD,TBD,500 hp @ 6000-6500 rpm,2015 Porsche 911 Turbo specifications,TBD,TBD,58.7 in.,TBD,Strut-Type,19 Aluminum,60.9 in.,TBD,19 Aluminum,TBD,6-Speed Manual,235/35 ZR19,92.52 in.,4,176.26 in.,Coupe,Sports; Performance,Turbocharger,3461 lbs,Multi-Link,72.91 in.,Yes,TBD,480 lb-ft @ 1950-5000 rpm,4.76 cu. ft.,51.18 in.,305/30 ZR19,16 mpg,3.8L Flat 6,TBD,N/A,Compact
All Wheel Drive,108.1 cu. ft.,33 mpg,TBD,Gas,38.9 in.,8.7 in.,57.3 in.,175 hp @ 5800 rpm,2016 Subaru Outback specifications,TBD,73.3 cu. ft.,61.8 in.,TBD,Strut-Type,17 Steel,62.2 in.,38.1 in.,17 Steel,TBD,6-Speed CVT,225/65R17,108.1 in.,5,189.6 in.,Wagon,Standard,None,3593 lbs,Double Wishbone,72.4 in.,No,TBD,174 lb-ft @ 4000 rpm,35.5 cu. ft.,66.1 in.,225/65R17,25 mpg,2.5L I4,55.0 in.,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2016 Mini Countryman specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,SUV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
Front Wheel Drive,95.0 cu. ft.,32 mpg,TBD,Gas,37.8 in.,TBD,52.9 in.,180 hp @ 6700 rpm,2016 Buick Verano specifications,1000 lbs,N/A,60.3 in.,TBD,Strut-Type,17 Aluminum,60.7 in.,34.7 in.,17 Aluminum,TBD,6-Speed Automatic,P225/50R17 AL3,105.7 in.,5,183.9 in.,Sedan,Standard,None,3420 lbs,Torsion-Beam,71.4 in.,Yes,TBD,171 lb-ft @ 4900 rpm,14.3 cu. ft.,58.1 in.,P225/50R17 AL3,21 mpg,2.4L I4,51.9 in.,N/A,Midsize
Rear Wheel Drive,TBD,23 mpg,TBD,Gas,39.8 in.,4.5 in.,56.8 in.,550 hp @ 5250-5750 rpm,2016 Mercedes-Benz E63 AMG 4MATIC Wagon specifications,TBD,57.4 cu. ft.,64.0 in.,TBD,Strut-Type,19 Aluminum,62.8 in.,36.0 in.,19 Aluminum,TBD,7-Speed Automated Manual,255/35R19,113.2 in.,7,193.4 in.,Wagon,Luxury,Turbocharger,4282 lbs,Multi-Link,75.9 in.,Yes,TBD,590 lb-ft @ 2000-4500 rpm,29.0 cu. ft.,57.8 in.,285/30R19,15 mpg,5.5L V8,TBD,N/A,Midsize
All Wheel Drive,TBD,26 mpg,0.30,Gas,37.5 in.,TBD,54.3 in.,333 hp @ 5500-6500 rpm,2016 Audi S4 specifications,TBD,34.0 cu. ft.,61.1 in.,TBD,Multi-Link,18 Aluminum,60.6 in.,35.2 in.,18 Aluminum,TBD,6-Speed Manual,245/40,110.7 in.,5,185.7 in.,Sedan,Near-Luxury,Supercharger,3869 lbs,Multi-Link,71.9 in.,Yes,TBD,325 lb-ft @ 2900-5300 rpm,12.4 cu. ft.,55.4 in.,245/40,17 mpg,3.0L V6,TBD,N/A,Compact
Front Wheel Drive,103.2 cu. ft.,50 mpg,TBD,Gas,37.5 in.,TBD,56.5 in.,141 hp @ 6200 rpm,2014 Honda Accord Plug-In Hybrid specifications,TBD,TBD,62.4 in.,TBD,Strut-Type,17 Steel,62.7 in.,38.5 in.,17 Steel,60/40,1-Speed CVT,225/50 R17 94V,109.3 in.,5,192.2 in.,Sedan,Hybrid,None,3550 lbs,Multi-Link,72.8 in.,No,TBD,122 lb-ft @ 3500-6000 rpm,12.7 cu. ft.,57.5 in.,225/50 R17 94V,45 mpg,2.0L I4,54.7 in.,N/A,Midsize
Rear Wheel Drive,TBD,25 mpg,TBD,Gas,40.8 in.,8.8 in.,66.7 in.,282 hp @ 6250 rpm,2015 Ford F-150 specifications,5100 lbs,TBD,67.6 in.,TBD,Double Wishbone,17 Steel,67.6 in.,43.9 in.,17 Steel,TBD,6-Speed Automatic,P245/70SR17,122.4 in.,3,209.3 in.,Pickup Truck,Standard,None,4050 lbs,Solid Axle,79.9 in.,No,TBD,253 lb-ft @ 4250 rpm,78.8 cu. ft.,75.5 in.,P245/70SR17,18 mpg,3.5L V6,62.3 in.,1910,Fullsize
Front Wheel Drive,144.9 cu. ft.,25 mpg,0.34,Gas,35.9 in.,8.0 in.,55.0 in.,185 hp @ 5800 rpm,2015 Toyota Highlander specifications,1500 lbs,83.7 cu. ft.,64.4 in.,TBD,Strut-Type,18 Aluminum,64.2 in.,27.7 in.,18 Aluminum,TBD,6-Speed Automatic,P245/60 R18,109.8 in.,7,191.1 in.,SUV,Standard,None,4134 lbs,Double Wishbone,75.8 in.,Yes,150 lbs,184 lb-ft @ 4200 rpm,13.8 cu. ft.,68.1 in.,P245/60 R18,20 mpg,2.7L I4,45.6 in.,1455,Midsize
Front Wheel Drive,63.2 cu. ft.,29 mpg,TBD,Gas,46.8 in.,6 in.,57.6 in.,169 hp @ 6000 rpm,2015 Ford Transit Connect specifications,TBD,124.3 cu. ft.,61.4 in.,TBD,Strut-Type,16 Steel,61.7 in.,41.5 in.,16 Steel,TBD,6-Speed Automatic,P215/55HR16,104.8 in.,2,173.9 in.,Van,Standard,None,3467 lbs,Torsion-Beam,72.2 in.,No,TBD,171 lb-ft @ 4500 rpm,103.9 cu. ft.,72.5 in.,P215/55HR16,21 mpg,2.5L I4,54.1 in.,1515,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 Ferrari F12berlinetta specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Coupe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
All Wheel Drive,TBD,33 mpg,TBD,Gas,38.3 in.,5.7 in.,55.1 in.,240 hp @ 5000-6000 rpm,2015 BMW 3-Series Sport Wagon specifications,TBD,53 cu. ft.,60.3 in.,TBD,Strut-Type,17 Aluminum,61.8 in.,35 in.,17 Aluminum,48.4/51.6,8-Speed Automatic,P225/50VR17,110.6 in.,5,182.1 in.,Wagon,Near-Luxury,None,3780 lbs,Multi-Link,71.3 in.,Yes,TBD,255 lb-ft @ 1250-4800 rpm,17.5 cu. ft.,56.5 in.,P225/50VR17,22 mpg,2.0L I4,TBD,N/A,Midsize
Rear Wheel Drive,104.7 cu. ft.,31 mpg,0.304,Gas,36.6 in.,4.9 in.,57.9 in.,292 hp @ 6350 rpm,2015 Dodge Charger specifications,TBD,TBD,63.4 in.,49.2 cu. ft.,Double Wishbone,17 Aluminum,63.8 in.,40.1 in.,17 Aluminum,52/48,8-Speed Automatic,P215/65R17 BSW,120.2 in.,5,198.4 in.,Sedan,Standard,None,3934 lbs,Multi-Link,75.0 in.,No,TBD,260 lb-ft @ 4800 rpm,16.5 cu. ft.,58.5 in.,P215/65R17 BSW,19 mpg,3.6L V6,56.1 in.,N/A,Midsize
Front Wheel Drive,TBD,35 mpg,0.35,Gas,38.5 in.,TBD,39.2 in.,121 hp @ 6000 rpm,2016 Mini Convertible specifications,TBD,23.3 cu. ft.,57.4 in.,TBD,Strut-Type,15 Aluminum,57.8 in.,29.3 in.,15 Aluminum,TBD,6-Speed Manual,175/65R15,97.1 in.,4,146.6 in.,Convertible,Sports,None,3560 lbs,Multi-Link,66.3 in.,No,TBD,118 lb-ft @ 4250 rpm,6.0 cu. ft.,55.7 in.,175/65R15,27 mpg,1.6L I4,TBD,N/A,Compact
Rear Wheel Drive,TBD,34 mpg,0.29,Gas,38.3 in.,5.60 in.,56.2 in.,240 hp @ 5000-6500 rpm,2016 BMW 5-Series specifications,TBD,TBD,63.0 in.,TBD,Double Wishbone,17 Aluminum,64.1 in.,35.3 in.,17 Aluminum,49.4/50.6,8-Speed Automatic,P225/55VR17,116.9 in.,5,193.1 in.,Sedan,Luxury,Turbocharger,3814 lbs,Multi-Link,73.2 in.,Yes,TBD,260 lb-ft @ 1450-4800 rpm,14.0 cu. ft.,57.6 in.,P225/55VR17,23 mpg,2.0L I4,TBD,N/A,Midsize
Rear Wheel Drive,48.8 cu. ft.,31 mpg,TBD,Gas,37.99 in.,4.7 in.,52.20 in.,201 hp @ 5500 rpm,2016 Mercedes-Benz SLK-Class specifications,TBD,TBD,61.38 in.,TBD,Strut-Type,17 Aluminum,61.60 in.,42.50 in.,17 Aluminum,TBD,6-Speed Manual,225/45R17,95.67 in.,2,162.76 in.,Convertible,Near-Luxury; Sports,Turbocharger,3308 lbs,Multi-Link,71.50 in.,Yes,TBD,229 lb-ft @ 2000-4300 rpm,10.1 cu. ft.,50.8 in.,245/40R17,23 mpg,1.8L I4,N/A,N/A,Compact
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,505 hp @ 4200 rpm,2016 Bentley Mulsanne specifications,TBD,TBD,63.5 in.,TBD,Double Wishbone,20 Aluminum,65.0 in.,TBD,20 Aluminum,TBD,8-Speed Automatic,265/45 ZR 20,128.6 in.,5,219.5 in.,Sedan,Luxury,Turbocharger,5700 lbs,Multi-Link,75.8 in.,No,TBD,752 lb-ft @ 1750 rpm,TBD,59.9 in.,265/45 ZR 20,TBD,6.8L V8,TBD,N/A,Fullsize
Front Wheel Drive,83.2 cu. ft.,36 mpg,TBD,Gas,34.3 in.,TBD,52.2 in.,143 hp @ 6500 rpm,2015 Honda Civic Coupe specifications,TBD,TBD,59.0 in.,TBD,Strut-Type,16 Steel,59.9 in.,30.8 in.,16 Steel,61/39,5-Speed Manual,P205/55 R16 89H,103.2 in.,5,177.9 in.,Coupe,Economy,None,2754 lbs,Multi-Link,69.0 in.,Yes,TBD,129 lb-ft @ 4300 rpm,11.7 cu. ft.,55.0 in.,P205/55 R16 89H,28 mpg,1.8L I4,49.0 in.,N/A,Compact
Front Wheel Drive,97.5 cu. ft.,30 mpg,TBD,Gas,37.9 in.,8.5 in.,55.5 in.,148 hp @ 6000 rpm,2016 Mitsubishi Outlander Sport specifications,TBD,49.5 cu. ft.,60.0 in.,TBD,Strut-Type,18 Aluminum,60.0 in.,36.3 in.,18 Aluminum,60/40,5-Speed Manual,P225/55R18,105.1 in.,5,169.1 in.,SUV,Standard,None,3098 lbs,Multi-Link,69.7 in.,No,TBD,145 lb-ft @ 4200 rpm,21.7 cu. ft.,64.2 in.,P225/55R18,24 mpg,2.0L I4,51.6 in.,TBD,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Lamborghini Huracan LP 610-4 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,104.7 cu. ft.,25 mpg,0.335,Gas,36.6 in.,4.57 in.,57.9 in.,485 hp @ 6000 rpm,2015 Dodge Charger SRT specifications,TBD,TBD,64.0 in.,49.2 cu. ft.,Double Wishbone,20 Aluminum,63.7 in.,40.1 in.,20 Aluminum,54/46,8-Speed Automatic,275/40ZR20,120.4 in.,5,200.8 in.,Sedan,Performance,None,4410 lbs,Multi-Link,75.0 in.,No,TBD,475 lb-ft @ 4200 rpm,16.5 cu. ft.,58.26 in.,275/40ZR20,15 mpg,6.4L V8,56.1 in.,N/A,Fullsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,470 hp @ 6000 rpm,2016 Aston Martin Rapide S specifications,TBD,TBD,TBD,TBD,Double Wishbone,20 Aluminum,TBD,TBD,20 Aluminum,TBD,6-Speed Automatic,245/40 ZR20,117.7 in.,5,197.6 in.,Sedan,Luxury,None,4387 lbs,Double Wishbone,75.9 in.,No,TBD,443 lb-ft @ 5000 rpm,TBD,50.4 in.,295/35 ZR20,TBD,5.9L V12,TBD,N/A,Fullsize
Front Wheel Drive,92.4 cu. ft.,101 mpg,0.28,Electric,37.3 in.,6.3 in.,52.5 in.,107 hp @ N/A rpm,2015 Nissan Leaf specifications,TBD,30.0 cu. ft.,60.6 in.,TBD,Strut-Type,16 Steel,60.4 in.,33.3 in.,16 Steel,57.5/42.5,1-Speed Fixed Ratio,205/55R16,106.3 in.,5,175.0 in.,Hatchback,Standard,None,3243 lbs,Torsion-Beam,69.7 in.,No,TBD,187 lb-ft @ N/A rpm,24.0 cu. ft.,61.0 in.,205/55R16,126 mpg,-,50.0 in.,N/A,Midsize
Front Wheel Drive,96.8 cu. ft.,36 mpg,TBD,Gas,36.8 in.,TBD,54.4 in.,182 hp @ 6700 rpm,2016 Buick Regal specifications,N/A,TBD,62.4 in.,TBD,Strut-Type,17 Aluminum,62.5 in.,37.3 in.,17 Aluminum,TBD,6-Speed Automatic,P235/50R17,107.8 in.,5,190.2 in.,Sedan,Near-Luxury,None,3600 lbs,Multi-Link,73.1 in.,Yes,N/A,172 lb-ft @ 4900 rpm,11.1 cu. ft.,58.4 in.,P235/50R17,25 mpg,2.4L I4,52.3 in.,N/A,Midsize
Front Wheel Drive,93.5 cu. ft.,34 mpg,0.31,Gas,38.1 in.,5.0 in.,53.9 in.,210 hp @ 4500 rpm,2016 Volkswagen GTI specifications,TBD,TBD,60.6 in.,42.3 cu. ft.,Strut-Type,18 Aluminum,59.7 in.,35.6 in.,18 Aluminum,TBD,6-Speed Manual,225/40 R18 92H,103.6 in.,5,168.0 in.,Hatchback,Sports,Turbocharger,2972 lbs,Multi-Link,70.5 in.,No,TBD,258 lb-ft @ 1500 rpm,22.8 cu. ft.,56.8 in.,225/40 R18 92H,25 mpg,2.0L I4,TBD,N/A,Compact
All Wheel Drive,TBD,28 mpg,TBD,Gas,37.4 in.,8 in.,56 in.,240 hp @ 5000-6500 rpm,2015 BMW X4 specifications,TBD,49.4 cu. ft.,62.8 in.,TBD,Strut-Type,18 Aluminum,63.4 in.,34.8 in.,18 Aluminum,49.4/50.6,8-Speed Automatic,Front tires 245/50 R,110.6 in.,5,184.3 in.,SUV,Near-Luxury,Turbocharger,4130 lbs,Multi-Link,74.1 in.,Yes,TBD,258 lb-ft @ 1450-4800 rpm,17.7 cu. ft.,63.9 in.,Front tires 245/50 R18 100V RS,20 mpg,2.0L I4,TBD,910,Midsize
Front Wheel Drive,103.6 cu. ft.,31 mpg,0.28,Gas,37.9 in.,5.5 in.,57.0 in.,268 hp @ 6200 rpm,2015 Toyota Avalon specifications,1000 lbs,TBD,62.6 in.,TBD,Strut-Type,17 Aluminum,62.2 in.,39.2 in.,17 Aluminum,TBD,6-Speed Automatic,P215/55R17,111.0 in.,5,195.3 in.,Sedan,Near-Luxury,None,3505 lbs,Strut-Type,72.2 in.,No,TBD,248 lb-ft @ 4700 rpm,16.0 cu. ft.,57.5 in.,P215/55R17,21 mpg,3.5L V6,54.6 in.,N/A,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2015 Porsche 911 GTS Cabriolet specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 McLaren 650S specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Coupe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
Rear Wheel Drive,122.4 cu. ft.,23 mpg,TBD,Gas,38.5 in.,8.0 in.,62.6 in.,355 hp @ 5600 rpm,2016 GMC Yukon XL specifications,8300 lbs,121.1 cu. ft.,68.7 in.,TBD,Strut-Type,18 Aluminum,68.7 in.,34.5 in.,18 Aluminum,51/49,6-Speed Automatic,P265/65R18,130.0 in.,9,224.3 in.,SUV,Standard,None,5536 lbs,Multi-Link,80.5 in.,Yes,TBD,383 lb-ft @ 4100 rpm,39.3 cu. ft.,74.4 in.,P265/65R18,16 mpg,5.3L V8,49.3 in.,1633,Fullsize
All Wheel Drive,TBD,TBD,0.29,Gas,TBD,TBD,TBD,350 hp @ 7400 rpm,2015 Porsche 911 Carrera specifications,TBD,TBD,58.5 in.,TBD,Strut-Type,19 Aluminum,60.4 in.,TBD,19 Aluminum,TBD,7-Speed Manual,235/40 ZR 19,96.46 in.,4,176.81 in.,Coupe,Sports,None,3042 lbs,Multi-Link,71.18 in.,Yes,TBD,287 lb-ft @ 4400 rpm,4.76 cu. ft.,51.30 in.,285/35 ZR 19,TBD,3.4L Flat 6,TBD,N/A,Midsize
Rear Wheel Drive,63.0 cu. ft.,TBD,TBD,Gas,41.0 in.,7.4 in.,66.0 in.,383 hp @ 5600 rpm,2015 Ram 2500 specifications,5384 lbs,N/A,68.6 in.,TBD,Multi-Link,17 Steel,68.2 in.,39.9 in.,17 Steel,TBD,6-Speed Automatic,LT245/70SR17,140.5 in.,3,231.0 in.,Pickup Truck,Standard,None,5957 lbs,Solid Axle,78.9 in.,No,TBD,400 lb-ft @ 4000 rpm,57.5 cu. ft.,73.3 in.,LT245/70SR17,TBD,5.7L V8,62.9 in.,1379,Fullsize
Front Wheel Drive,82.6 cu. ft.,31 mpg,TBD,Gas,34.3 in.,TBD,52.2 in.,205 hp @ 7000 rpm,2015 Honda Civic Si Coupe specifications,TBD,TBD,59.2 in.,TBD,Strut-Type,18 Aluminum,59.9 in.,30.8 in.,18 Aluminum,61/39,6-Speed Manual,225/40R18 92H,103.2 in.,5,178.8 in.,Coupe,Sports,None,3002 lbs,Multi-Link,69.0 in.,Yes,TBD,174 lb-ft @ 4400 rpm,11.7 cu. ft.,55.0 in.,225/40R18 92H,22 mpg,2.4L I4, 49.0 in.,N/A,Compact
Rear Wheel Drive,TBD,22 mpg,TBD,Gas,30.2 in.,TBD,42.4 in.,510 hp @ 6000-6500 rpm,2015 Jaguar XKR specifications,TBD,TBD,61.4 in.,TBD,Double Wishbone,19 Aluminum,62.8 in.,27.6 in.,19 Aluminum,TBD,6-Speed Automatic,245/40 ZR19,108.3 in.,4,188.7 in.,Coupe,Luxury,Supercharger,3968 lbs,Multi-Link,74.5 in.,Yes,TBD,461 lb-ft @ 2500-5500 rpm,11.7 cu. ft.,52.0 in.,275/35 ZR19,15 mpg,5.0L V8,TBD,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 McLaren 650S Spider specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Convertible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
Front Wheel Drive,84.4 cu. ft.,37 mpg,0.29,Gas,37.6 in.,5.5 in.,51.8 in.,106 hp @ 6000 rpm,2015 Toyota Yaris Hatchback specifications,TBD,TBD,58.5 in.,TBD,Strut-Type,15 Steel,57.9 in.,33.3 in.,15 Steel,TBD,5-Speed Manual,P175/65H R15,98.8 in.,5,155.5 in.,Hatchback,Economy,None,2315 lbs,Torsion-Beam,66.7 in.,No,TBD,103 lb-ft @ 4200 rpm,15.3 cu. ft.,59.4 in.,P175/65H R15,30 mpg,1.5L I4,50.1 in.,N/A,Sub-Compact
Front Wheel Drive,55.6 cu. ft.,TBD,TBD,Gas,41.7 in.,6.1 in.,54.1 in.,131 hp @ 5200 rpm,2016 Chevrolet City Express specifications,TBD,N/A,60 in.,TBD,Strut-Type,15 Steel,59.8 in.,42.6 in.,15 Steel,TBD,CVT,185/60R15,115.2 in.,2,186.3 in.,Van,Standard,None,3252 lbs,Solid Axle,68.1 in.,Yes,TBD,139 lb-ft @ 4800 rpm,122.7 cu. ft.,73.7 in.,185/60R15,TBD,2.0L I4,TBD,1500,Midsize
All Wheel Drive,TBD,N/A,TBD,Gas,TBD,TBD,TBD,700 hp @ 8250 rpm,2016 Lamborghini Aventador LP700-4 specifications,N/A,TBD,68.0 in.,TBD,Double Wishbone,TBD Aluminum,67.0 in.,TBD,TBD Aluminum,43/57,7-Speed Automated Manual,TBD,106.29 in.,2,188.18 in.,Coupe,Luxury,None,3472 lbs,Double Wishbone,79.92 in.,No,N/A,690 lb-ft @ 5500 rpm,TBD,45.0 in.,TBD,N/A,6.5L V12,TBD,N/A,Midsize
All Wheel Drive,104.6 cu. ft.,36 mpg,TBD,Gas,37.0 in.,TBD,57.3 in.,175 hp @ 5800 rpm,2016 Subaru Legacy specifications,TBD,TBD,62.2 in.,TBD,Strut-Type,17 Steel,62.8 in.,38.1 in.,17 Steel,TBD,6-Speed CVT,225/55R17,108.3 in.,5,188.8 in.,Sedan,Standard,None,3468 lbs,Double Wishbone,72.4 in.,No,TBD,174 lb-ft @ 4000 rpm,15.0 cu. ft.,59.0 in.,225/55R17,26 mpg,2.5L I4,55.0 in.,N/A,Midsize
Rear Wheel Drive,52.0 cu. ft.,22 mpg,TBD,Gas,38 in.,TBD,55 in.,650 hp @ 6400 rpm,2016 Chevrolet Corvette Z06 specifications,TBD,N/A,63.5 in.,TBD,Double Wishbone,18 Aluminum,62.5 in.,43 in.,19 Aluminum,50/50,7-Speed Manual,275/35ZR18,106.7 in.,2,177.9 in.,Coupe,Performance,Supercharger,3524 lbs,Double Wishbone,77.4 in.,Yes,TBD,650 lb-ft @ 3600 rpm,15 cu. ft.,48.6 in.,325/30ZR19,15 mpg,6.2L V8,54 in.,N/A,Midsize
